Student_ID,Math,Science,English,Arts,Computer,Social_Studies,PE,Interest,Strength,Recommended_Career,Subjects_Needed
3468,69,80,80,59,68,85,84,Leadership,Social,Historian,"History, Social Studies"
3469,70,52,91,57,88,54,90,Writing,English,Public Relations Manager,"English, Social Studies"
3470,84,71,51,52,76,78,100,Robotics,PE,Fitness Entrepreneur,"PE, Business Studies"
3471,50,71,52,83,65,66,82,Event Management,Arts,Graphic Designer,"Arts, Computer"
3472,76,62,84,80,85,75,73,History,Computer,Software Developer,"Computer, Math"
3473,95,52,92,71,80,56,61,History,Math,Software Developer,"Computer, Math"
3474,100,83,83,90,71,85,87,Writing,Math,Blockchain Developer,"Computer, Math"
3475,73,67,98,54,60,55,53,Finance,English,Digital Marketer,"English, Business Studies"
3476,79,71,89,67,50,68,57,Leadership,English,Digital Marketer,"English, Business Studies"
3477,52,73,61,64,100,96,72,Finance,Computer,Cybersecurity Analyst,"Computer, Math"
3478,70,67,55,96,68,85,93,Nature,Arts,Graphic Designer,"Arts, Computer"
3479,76,81,57,80,68,89,69,Coding,Social,Political Scientist,"History, Social Studies"
3480,59,79,91,81,56,69,74,Nature,English,Journalist,"English, Social Studies"
3481,90,60,94,87,55,94,54,Robotics,English,Content Creator,English
3482,79,56,89,70,64,50,84,Teaching,English,Digital Marketer,"English, Business Studies"
3483,76,56,94,67,63,53,53,Writing,English,Public Relations Manager,"English, Social Studies"
3484,71,65,98,69,83,70,97,Sports,English,Public Relations Manager,"English, Social Studies"
3485,73,79,93,69,90,55,71,Sports,English,Content Creator,English
3486,57,98,100,66,81,86,69,Finance,English,Journalist,"English, Social Studies"
3487,92,64,91,99,92,63,69,Sports,Arts,Fashion Designer,Arts
3488,84,85,90,76,58,78,93,Coding,PE,Fitness Entrepreneur,"PE, Business Studies"
3489,66,89,87,75,91,91,65,Painting,Computer,Game Developer,"Computer, Math"
3490,79,59,63,76,57,74,87,Coding,PE,Coach,"PE, Biology"
3491,65,79,79,99,74,59,81,History,Arts,Fashion Designer,Arts
3492,64,50,54,60,86,99,84,Writing,Social,Counselor,"Social Studies, Biology"
3493,78,64,95,51,68,51,54,Painting,English,Digital Marketer,"English, Business Studies"
3494,82,68,79,84,78,74,93,Coding,PE,Fitness Entrepreneur,"PE, Business Studies"
3495,56,62,82,74,94,75,81,Event Management,Computer,Software Developer,"Computer, Math"
3496,59,56,70,81,85,87,97,Teaching,PE,Fitness Entrepreneur,"PE, Business Studies"
3497,57,88,82,51,51,52,56,Teaching,Science,Cybersecurity Analyst,"Computer, Math"
3498,67,66,65,82,87,96,80,Finance,Social,Historian,"History, Social Studies"
3499,52,88,71,60,86,82,64,Painting,Science,Software Developer,"Computer, Math"
3500,54,67,54,68,56,56,67,Sports,Arts,Graphic Designer,"Arts, Computer"
3501,85,77,73,96,97,84,61,Writing,Computer,Game Developer,"Computer, Math"
3502,82,86,75,66,74,55,69,Painting,Science,Software Developer,"Computer, Math"
3503,72,65,79,85,100,94,71,Finance,Computer,Game Developer,"Computer, Math"
3504,77,71,67,79,81,100,96,Event Management,Social,Sociologist,Social Studies
3505,91,89,60,96,89,99,88,Coding,Social,Political Scientist,"History, Social Studies"
3506,50,77,89,54,78,51,86,Robotics,English,Digital Marketer,"English, Business Studies"
3507,70,60,55,90,85,76,79,Nature,Arts,Interior Designer,"Arts, Math"
3508,88,70,60,91,70,54,92,Finance,PE,Coach,"PE, Biology"
3509,99,87,57,59,73,89,69,Nature,Math,Game Developer,"Computer, Math"
3510,76,71,76,90,99,84,69,Sports,Computer,Cybersecurity Analyst,"Computer, Math"
3511,71,87,63,92,96,56,84,History,Computer,Cybersecurity Analyst,"Computer, Math"
3512,71,87,88,71,61,93,65,Event Management,Social,Sociologist,Social Studies
3513,93,72,54,88,70,61,86,Robotics,Math,Engineer,"Math, Computer, Science"
3514,70,87,57,89,78,81,56,History,Arts,Fashion Designer,Arts
3515,53,62,100,73,68,82,86,Nature,English,Public Relations Manager,"English, Social Studies"
3516,58,75,97,69,89,100,90,Sports,Social,Sociologist,Social Studies
3517,87,95,66,50,72,87,73,Event Management,Science,Game Developer,"Computer, Math"
3518,65,84,100,52,58,76,79,Healthcare,English,Public Relations Manager,"English, Social Studies"
3519,63,87,72,64,99,88,75,Teaching,Computer,Game Developer,"Computer, Math"
3520,75,61,98,88,52,70,61,History,English,Digital Marketer,"English, Business Studies"
3521,52,89,56,82,82,65,64,Nature,Science,Software Developer,"Computer, Math"
3522,93,62,98,74,62,96,77,History,English,Public Relations Manager,"English, Social Studies"
3523,98,61,87,95,66,56,63,Nature,Math,Cybersecurity Analyst,"Computer, Math"
3524,55,70,77,91,71,55,50,History,Arts,Interior Designer,"Arts, Math"
3525,75,56,81,94,94,86,64,Sports,Arts,Interior Designer,"Arts, Math"
3526,50,96,55,71,70,90,57,Nature,Science,Cybersecurity Analyst,"Computer, Math"
3527,74,50,88,87,68,51,69,Healthcare,English,Digital Marketer,"English, Business Studies"
3528,99,57,72,90,61,82,72,Leadership,Math,Cybersecurity Analyst,"Computer, Math"
3529,82,55,82,99,81,61,76,Robotics,Arts,Animator,"Arts, Computer"
3530,60,68,89,53,75,79,67,Teaching,English,Content Creator,English
3531,89,79,85,53,96,85,58,Healthcare,Computer,Game Developer,"Computer, Math"
3532,60,59,87,60,64,59,61,Coding,English,Journalist,"English, Social Studies"
3533,92,63,92,57,99,76,79,Leadership,Computer,Cybersecurity Analyst,"Computer, Math"
3534,68,67,56,54,94,50,64,Event Management,Computer,Game Developer,"Computer, Math"
3535,96,63,81,74,91,53,87,Nature,Math,Software Developer,"Computer, Math"
3536,50,50,62,56,77,92,53,Leadership,Social,Sociologist,Social Studies
3537,96,75,82,95,74,63,52,Healthcare,Math,Cybersecurity Analyst,"Computer, Math"
3538,82,76,93,66,53,78,73,History,English,Content Creator,English
3539,61,78,75,57,87,81,66,Coding,Computer,Engineer,"Math, Computer, Science"
3540,61,55,71,91,60,84,78,History,Arts,Graphic Designer,"Arts, Computer"
3541,98,59,99,99,77,54,65,Leadership,English,Digital Marketer,"English, Business Studies"
3542,99,81,64,92,68,90,51,History,Math,Game Developer,"Computer, Math"
3543,96,72,77,93,85,80,76,Leadership,Math,Blockchain Developer,"Computer, Math"
3544,78,70,66,78,93,91,60,Leadership,Computer,Software Developer,"Computer, Math"
3545,63,65,74,61,82,50,53,Painting,Computer,Game Developer,"Computer, Math"
3546,96,81,62,55,72,63,60,History,Math,Cybersecurity Analyst,"Computer, Math"
3547,92,72,98,79,56,88,62,Teaching,English,Digital Marketer,"English, Business Studies"
3548,80,93,91,65,87,67,65,Event Management,Science,Game Developer,"Computer, Math"
3549,94,74,69,51,54,65,89,History,Math,Game Developer,"Computer, Math"
3550,51,60,83,66,53,79,60,Painting,English,Public Relations Manager,"English, Social Studies"
3551,64,52,97,53,86,84,87,Robotics,English,Content Creator,English
3552,91,96,86,79,55,67,69,Teaching,Science,Game Developer,"Computer, Math"
3553,90,89,78,94,83,60,82,Coding,Arts,Graphic Designer,"Arts, Computer"
3554,86,94,95,94,74,69,86,Painting,English,Journalist,"English, Social Studies"
3555,63,84,85,80,62,93,87,Painting,Social,Political Scientist,"History, Social Studies"
3556,74,89,68,74,81,62,95,Finance,PE,Sports Physiotherapist,"PE, Biology"
3557,75,50,50,86,90,54,84,Leadership,Computer,Game Developer,"Computer, Math"
3558,86,54,72,65,50,97,97,Nature,Social,Sociologist,Social Studies
3559,69,93,62,59,94,96,71,Healthcare,Social,Historian,"History, Social Studies"
3560,57,86,73,78,70,99,66,Nature,Social,Political Scientist,"History, Social Studies"
3561,83,56,91,58,67,92,91,Robotics,Social,Historian,"History, Social Studies"
3562,54,76,70,94,73,81,97,Nature,PE,Coach,"PE, Biology"
3563,71,82,97,82,73,64,93,Nature,English,Content Creator,English
3564,51,93,63,77,56,54,60,Painting,Science,Software Developer,"Computer, Math"
3565,74,50,97,58,59,98,72,Coding,Social,Sociologist,Social Studies
3566,76,67,87,50,71,71,82,Sports,English,Journalist,"English, Social Studies"
3567,69,73,57,66,57,75,70,Nature,Social,Political Scientist,"History, Social Studies"
3568,59,88,85,59,69,91,95,Nature,PE,Athlete,"PE, Biology"
3569,51,52,91,95,50,51,96,Event Management,PE,Sports Physiotherapist,"PE, Biology"
3570,83,55,53,84,95,53,89,Event Management,Computer,Game Developer,"Computer, Math"
3571,54,89,67,70,60,72,96,Healthcare,PE,Sports Physiotherapist,"PE, Biology"
3572,73,67,87,84,59,69,85,Coding,English,Public Relations Manager,"English, Social Studies"
3573,78,62,86,52,99,54,76,Nature,Computer,Blockchain Developer,"Computer, Math"
3574,81,79,90,69,63,68,83,Writing,English,Public Relations Manager,"English, Social Studies"
3575,61,98,76,73,78,56,82,Writing,Science,Cybersecurity Analyst,"Computer, Math"
3576,80,61,93,79,71,88,95,Healthcare,PE,Sports Physiotherapist,"PE, Biology"
3577,60,99,83,66,70,74,96,Robotics,Science,Engineer,"Math, Computer, Science"
3578,72,100,63,93,54,78,82,Robotics,Science,Scientist,"Math, Science"
3579,64,90,83,53,71,56,72,Coding,Science,Scientist,"Math, Science"
3580,70,53,72,100,89,71,76,Painting,Arts,Interior Designer,"Arts, Math"
3581,59,58,80,64,67,83,95,History,PE,Athlete,"PE, Biology"
3582,99,71,72,72,68,50,82,Painting,Math,Cybersecurity Analyst,"Computer, Math"
3583,83,73,66,95,89,74,63,Painting,Arts,Fashion Designer,Arts
3584,62,63,85,58,61,61,54,Nature,English,Content Creator,English
3585,75,92,63,100,69,85,97,Teaching,Arts,Fashion Designer,Arts
3586,78,50,52,51,54,86,61,Sports,Social,Historian,"History, Social Studies"
3587,82,82,92,61,61,95,74,Nature,Social,Political Scientist,"History, Social Studies"
3588,59,63,87,89,82,52,96,Sports,PE,Fitness Entrepreneur,"PE, Business Studies"
3589,51,64,81,86,70,74,81,Event Management,Arts,Interior Designer,"Arts, Math"
3590,62,85,59,75,57,85,66,Finance,Science,Game Developer,"Computer, Math"
3591,55,63,86,61,82,54,50,Leadership,English,Content Creator,English
3592,70,88,51,68,69,68,91,Coding,PE,Coach,"PE, Biology"
3593,100,69,71,85,80,86,91,Teaching,Math,Cybersecurity Analyst,"Computer, Math"
3594,79,54,61,62,59,59,88,Painting,PE,Coach,"PE, Biology"
3595,90,77,74,79,85,96,85,Robotics,Social,Counselor,"Social Studies, Biology"
3596,100,70,83,50,92,74,98,Writing,Math,Blockchain Developer,"Computer, Math"
3597,74,88,54,70,74,79,77,Robotics,Science,Scientist,"Math, Science"
3598,100,71,94,83,64,52,89,Healthcare,Math,Cybersecurity Analyst,"Computer, Math"
3599,98,71,94,76,62,61,75,Writing,Math,Blockchain Developer,"Computer, Math"
3600,92,61,83,75,99,51,100,Event Management,PE,Athlete,"PE, Biology"
3601,52,69,86,58,79,93,58,Sports,Social,Sociologist,Social Studies
3602,72,87,64,73,71,52,73,Healthcare,Science,Cybersecurity Analyst,"Computer, Math"
3603,54,86,51,97,67,63,59,Leadership,Arts,Animator,"Arts, Computer"
3604,74,98,90,86,95,89,90,Painting,Science,Game Developer,"Computer, Math"
3605,53,63,80,55,70,59,67,History,English,Content Creator,English
3606,79,83,52,68,71,51,72,Healthcare,Science,Game Developer,"Computer, Math"
3607,68,83,67,97,66,70,77,Writing,Arts,Animator,"Arts, Computer"
3608,87,68,63,97,61,89,79,Painting,Arts,Fashion Designer,Arts
3609,65,88,66,94,79,67,68,Robotics,Arts,Animator,"Arts, Computer"
3610,51,96,64,63,92,58,55,Robotics,Science,Astronomer,"Math, Science"
3611,69,97,54,86,75,87,65,Finance,Science,Cybersecurity Analyst,"Computer, Math"
3612,78,84,61,58,85,64,82,Coding,Computer,Astronomer,"Math, Science"
3613,87,95,91,71,76,86,66,Leadership,Science,Cybersecurity Analyst,"Computer, Math"
3614,71,63,81,90,92,95,57,Robotics,Social,Counselor,"Social Studies, Biology"
3615,93,86,94,70,98,59,79,Nature,Computer,Software Developer,"Computer, Math"
3616,69,79,50,83,70,65,71,Sports,Arts,Fashion Designer,Arts
3617,95,91,75,60,52,91,89,Sports,Math,Blockchain Developer,"Computer, Math"
3618,97,93,95,72,91,56,75,History,Math,Game Developer,"Computer, Math"
3619,60,79,76,67,93,63,76,Teaching,Computer,Game Developer,"Computer, Math"
3620,52,99,95,97,75,67,50,Leadership,Science,Game Developer,"Computer, Math"
3621,80,71,84,75,51,79,56,History,English,Public Relations Manager,"English, Social Studies"
3622,78,87,89,85,69,66,82,Writing,English,Digital Marketer,"English, Business Studies"
3623,53,74,93,91,56,61,79,Healthcare,English,Public Relations Manager,"English, Social Studies"
3624,66,93,89,80,67,51,56,Finance,Science,Blockchain Developer,"Computer, Math"
3625,95,95,60,77,69,93,87,Sports,Math,Game Developer,"Computer, Math"
3626,100,82,97,98,90,56,93,Healthcare,Math,Blockchain Developer,"Computer, Math"
3627,79,50,81,50,54,57,78,Event Management,English,Content Creator,English
3628,56,72,77,55,93,53,93,Healthcare,Computer,Software Developer,"Computer, Math"
3629,55,72,73,51,70,58,60,Painting,English,Public Relations Manager,"English, Social Studies"
3630,61,88,84,72,84,88,58,Finance,Science,Cybersecurity Analyst,"Computer, Math"
3631,78,90,88,77,98,100,88,Healthcare,Social,Political Scientist,"History, Social Studies"
3632,54,95,91,70,66,71,62,Finance,Science,Cybersecurity Analyst,"Computer, Math"
3633,83,50,67,77,100,89,70,Teaching,Computer,Game Developer,"Computer, Math"
3634,66,70,81,74,82,78,50,Leadership,Computer,Game Developer,"Computer, Math"
3635,81,85,99,86,96,82,97,Painting,English,Journalist,"English, Social Studies"
3636,54,80,88,97,62,74,91,Teaching,Arts,Fashion Designer,Arts
3637,68,84,62,60,93,53,54,Finance,Computer,Cybersecurity Analyst,"Computer, Math"
3638,66,83,55,92,54,62,80,Writing,Arts,Fashion Designer,Arts
3639,70,82,68,86,59,50,98,History,PE,Sports Physiotherapist,"PE, Biology"
3640,99,96,80,88,88,63,98,Painting,Math,Blockchain Developer,"Computer, Math"
3641,87,57,67,83,84,77,57,Leadership,Math,Software Developer,"Computer, Math"
3642,78,92,64,77,72,79,54,History,Science,Cybersecurity Analyst,"Computer, Math"
3643,55,69,59,99,84,73,80,Healthcare,Arts,Animator,"Arts, Computer"
3644,68,57,52,50,77,73,92,Finance,PE,Coach,"PE, Biology"
3645,63,89,83,74,79,69,91,Painting,PE,Fitness Entrepreneur,"PE, Business Studies"
3646,64,79,79,94,59,91,88,Sports,Arts,Interior Designer,"Arts, Math"
3647,72,74,54,68,65,59,66,Sports,Science,Blockchain Developer,"Computer, Math"
3648,79,54,86,66,98,58,68,Painting,Computer,Software Developer,"Computer, Math"
3649,56,87,74,98,73,69,71,Teaching,Arts,Graphic Designer,"Arts, Computer"
3650,66,61,99,79,76,80,93,History,English,Journalist,"English, Social Studies"
3651,52,89,74,73,57,78,86,Writing,Science,Blockchain Developer,"Computer, Math"
3652,60,77,94,77,77,80,98,Painting,PE,Fitness Entrepreneur,"PE, Business Studies"
3653,80,76,60,73,97,97,78,Writing,Computer,Software Developer,"Computer, Math"
3654,93,74,54,61,59,88,92,Painting,Math,Blockchain Developer,"Computer, Math"
3655,55,97,83,77,97,100,54,Coding,Social,Sociologist,Social Studies
3656,71,60,78,79,72,57,50,Painting,Arts,Fashion Designer,Arts
3657,70,61,96,55,50,99,100,Robotics,PE,Sports Physiotherapist,"PE, Biology"
3658,66,53,82,87,73,88,71,Healthcare,Social,Counselor,"Social Studies, Biology"
3659,81,65,52,60,62,62,59,Painting,Math,Cybersecurity Analyst,"Computer, Math"
3660,66,72,84,94,51,68,72,Painting,Arts,Fashion Designer,Arts
3661,78,66,87,72,92,61,93,Writing,PE,Athlete,"PE, Biology"
3662,82,76,64,65,97,73,71,Sports,Computer,Blockchain Developer,"Computer, Math"
3663,86,54,61,67,92,57,82,Finance,Computer,Game Developer,"Computer, Math"
3664,79,76,93,65,86,73,81,Painting,English,Content Creator,English
3665,61,95,60,95,78,92,78,Coding,Science,Astronomer,"Math, Science"
3666,76,74,87,62,52,97,74,Painting,Social,Counselor,"Social Studies, Biology"
3667,92,90,67,88,75,66,65,Finance,Math,Blockchain Developer,"Computer, Math"
3668,84,64,69,94,80,72,55,Event Management,Arts,Animator,"Arts, Computer"
3669,53,59,98,66,80,71,86,Robotics,English,Public Relations Manager,"English, Social Studies"
3670,89,82,88,61,75,95,87,Healthcare,Social,Counselor,"Social Studies, Biology"
3671,62,94,80,83,75,65,52,Writing,Science,Game Developer,"Computer, Math"
3672,53,67,56,89,92,73,56,Coding,Computer,Doctor,"Biology, Science"
3673,90,73,65,84,50,89,65,Finance,Math,Blockchain Developer,"Computer, Math"
3674,86,68,75,70,86,83,67,Healthcare,Math,Game Developer,"Computer, Math"
3675,52,95,64,71,95,99,51,Sports,Social,Counselor,"Social Studies, Biology"
3676,100,74,83,84,58,95,81,Healthcare,Math,Software Developer,"Computer, Math"
3677,94,72,87,98,57,85,99,Coding,PE,Coach,"PE, Biology"
3678,86,99,57,93,94,90,100,Finance,PE,Fitness Entrepreneur,"PE, Business Studies"
3679,71,58,78,79,58,57,100,Leadership,PE,Athlete,"PE, Biology"
3680,58,100,53,87,84,73,92,Event Management,Science,Software Developer,"Computer, Math"
3681,64,82,64,59,64,71,54,Teaching,Science,Software Developer,"Computer, Math"
3682,58,52,64,98,68,77,87,Robotics,Arts,Animator,"Arts, Computer"
3683,59,81,59,85,64,89,52,Teaching,Social,Political Scientist,"History, Social Studies"
3684,79,72,88,82,80,64,74,Robotics,English,Public Relations Manager,"English, Social Studies"
3685,93,75,64,64,89,85,88,History,Math,Cybersecurity Analyst,"Computer, Math"
3686,61,90,71,56,52,51,54,Teaching,Science,Cybersecurity Analyst,"Computer, Math"
3687,75,72,93,73,79,96,55,Coding,Social,Political Scientist,"History, Social Studies"
3688,53,63,53,50,55,55,62,Teaching,Science,Software Developer,"Computer, Math"
3689,53,51,87,73,72,72,85,History,English,Digital Marketer,"English, Business Studies"
3690,89,52,76,87,96,83,58,Painting,Computer,Game Developer,"Computer, Math"
3691,64,76,88,69,94,85,81,Teaching,Computer,Cybersecurity Analyst,"Computer, Math"
3692,74,92,83,71,71,84,93,Robotics,PE,Coach,"PE, Biology"
3693,61,62,92,86,54,73,87,Finance,English,Journalist,"English, Social Studies"
3694,94,60,80,51,52,50,93,Painting,Math,Software Developer,"Computer, Math"
3695,79,98,99,51,97,76,87,Robotics,English,Digital Marketer,"English, Business Studies"
3696,61,62,70,77,53,61,77,Event Management,Arts,Interior Designer,"Arts, Math"
3697,60,85,54,71,76,88,56,Event Management,Social,Political Scientist,"History, Social Studies"
3698,74,82,71,82,90,73,86,Leadership,Computer,Cybersecurity Analyst,"Computer, Math"
3699,61,52,71,87,96,59,56,Teaching,Computer,Blockchain Developer,"Computer, Math"
3700,76,93,68,63,50,98,56,Finance,Social,Historian,"History, Social Studies"
3701,80,56,62,50,56,91,78,Coding,Social,Counselor,"Social Studies, Biology"
3702,63,80,70,97,50,56,75,Nature,Arts,Fashion Designer,Arts
3703,100,56,97,92,80,80,69,Event Management,Math,Game Developer,"Computer, Math"
3704,51,80,87,86,50,97,96,Healthcare,Social,Sociologist,Social Studies
3705,53,69,77,63,78,55,54,Leadership,Computer,Blockchain Developer,"Computer, Math"
3706,81,61,58,80,58,81,66,Finance,Math,Game Developer,"Computer, Math"
3707,85,63,58,87,74,55,77,Robotics,Arts,Interior Designer,"Arts, Math"
3708,71,100,84,63,92,59,88,Sports,Science,Blockchain Developer,"Computer, Math"
3709,60,96,64,60,78,67,90,Coding,Science,Engineer,"Math, Computer, Science"
3710,54,67,52,91,89,72,53,Nature,Arts,Animator,"Arts, Computer"
3711,65,82,96,62,52,65,76,Robotics,English,Public Relations Manager,"English, Social Studies"
3712,85,91,81,98,88,72,96,Finance,Arts,Fashion Designer,Arts
